"image_url","permalink","post_title","post_date","notes","username","caption"
"http://36.media.tumblr.com/0d90e8400714ad2ed0c160f2c6e8df92/tumblr_nl1ypmSf6k1spacg2o1_1280.jpg","http://patternbase.tumblr.com/post/118045523979/roman-flowers-2015-azamat-akhmadbaev-instagram","roman-flowers-2015-azamat-akhmadbaev-instagram","","293 notes","","Roman Flowers , 2015Azamat Akhmadbaev(instagram / s6)"
"http://40.media.tumblr.com/1c6d8274c8ba47f484fcab466eda2230/tumblr_nns48rwfzU1s0got1o1_1280.jpg","http://patternbase.tumblr.com/post/118045482759/bill-thompson-wc-29-gouache-on-paper-21-3-8-x-21","bill-thompson-wc-29-gouache-on-paper-21-3-8-x-21","","163 notes","","Bill ThompsonWC 29 gouache on paper21 3/8 x 21 3/8” / 54 x 54cm1999"
"http://40.media.tumblr.com/ac2552e087b4c7f9a526f82be3a335c3/tumblr_nns8d6SBeT1s0got1o1_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://41.media.tumblr.com/05c7188e9340d22e8dff5e2a83e95ae5/tumblr_nns8d6SBeT1s0got1o2_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://40.media.tumblr.com/5f95de9fd75b3ff320021efc62335496/tumblr_nns8d6SBeT1s0got1o3_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://41.media.tumblr.com/838f5354a7c2fdf8aed4a227d4d04d78/tumblr_nns8d6SBeT1s0got1o4_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://41.media.tumblr.com/54f614cac53e31aae576aae85db993a9/tumblr_nns8d6SBeT1s0got1o5_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://40.media.tumblr.com/f0cc62df46672f95f70c88cfe80c15e1/tumblr_nns8d6SBeT1s0got1o6_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://40.media.tumblr.com/f1dcf687295a92aa3a3e3412fdb3c0d5/tumblr_nns8d6SBeT1s0got1o7_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://36.media.tumblr.com/74b5c11292594a0f26c487f97dcb5b2a/tumblr_nns8d6SBeT1s0got1o8_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://40.media.tumblr.com/2409078a6d23522879e7caf1d762fc6b/tumblr_nns8d6SBeT1s0got1o9_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://40.media.tumblr.com/2d0eba55d03705b9512bb77f3ef0a4f6/tumblr_nns8d6SBeT1s0got1o10_1280.jpg","http://patternbase.tumblr.com/post/118045382914/louis-reith-jordskred-tva-2012-170-x-240-mm-24","louis-reith-jordskred-tva-2012-170-x-240-mm-24","","1,292 notes","","Louis ReithJordskred Två, 2012170 x 240 mm, 24 pages, stencil printed, hand-stitched, numbered edition of 22Photography for the poster by Gerard Wennink"
"http://41.media.tumblr.com/b79dde5b9f4d18ece05ef89193521898/tumblr_nnpt8385nV1qki31io1_1280.jpg","http://patternbase.tumblr.com/post/117947623719/spring-b-thursdayschild79","spring-b-thursdayschild79","","113 notes","","Spring b thursdayschild79
http://thursdayschild79.tumblr.com"
